"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","cond_pos","cond_neg","message_choice","choice_dom","choice_nondom","comp_dom_1","comp_nondom_1","attitude_dom","attitude_nondom","preference","keep_1","keep_2","keep_3","keep_4","keep_5","keep_6","keep_7","keep_8","keep_9","keep_10","CWV_1","CWV_2","CWV_3","CWV_4","CWV_5","CWV_6","CWV_7","CWV_8","CWV_9","CWV_10","check_1","check_2","age","gender_.99_TEXT","race_5_TEXT","feedback","cond","cond_word","cond_word1","Employment_1","Employment_2","Employment_3","Employment_4","Employment_5","Employment_6","Employment_7","Employment_8","Employment_9","gender","race_1","race_2","race_3","race_4","race_5","race_6","income","edu"
79,"0","100","580","1","1","4","The employee may have a positive reaction to this message by being motivated by it to do the absolute best job that they can because of the financial incentive for doing so. ","","1","2","","45","","4","","4","100","0","0","0","0","0","0","0","0","0","5","5","2","2","7","4","5","1","5","2","5","green","26","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$40,001-$60,000","GED"
80,"0","100","251","1","1","4","","They might worry they are not doing a good job and just give up. They might think that the manager is not concerned about them personally. ","1","1","","40","","4","","5","0","50","50","75","75","92","93","100","100","100","5","3","3","3","4","6","5","3","3","5","5","purple","45","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$80,001-$100,000","MA"
81,"0","100","410","1","1","4","","They could (and should) perceive this message as a threat. They will not want to help the manager for the manager's sake and may be inclined to do poorly or not put in effort just for the sake of spiting them. ","2","","2","","40","","5","6","100","100","100","100","100","100","100","100","100","100","4","5","1","2","2","3","5","2","6","3","5","blue","26","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$80,001-$100,000","4yearColl"
82,"0","100","558","1","1","4","I would say a positive thought Ive had with a manager was receiving praise for my good work. ","","2","","1","","30","","5","5","12","17","23","26","31","15","8","1","1","1","5","4","5","4","5","4","4","4","6","5","5","blue","33","","","","pos","positively","positive","Full-time","","","","","","","","","woman","asian","","","","","","$60,001-$80,000","MA"
83,"0","100","418","1","1","4","You already know the task at hand. It would be great to get in there and do your best so that you win the highest bonus. You won't win a bonus if you don't do it well though...so get going!","","2","","1","","40","","6","6","0","0","20","20","50","50","80","80","100","100","1","7","1","1","7","4","7","1","7","7","5","blue","71","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$40,001-$60,000","2yearColl"
84,"0","100","444","1","1","4","","It's giving them the perception of a lack of confidence from the manager. Including, ""And do it well"" may reduce the employees confidence and immediately put them in a poor headspace for the task.","2","","1","","50","","6","5","5","10","15","20","25","30","35","40","45","50","2","6","1","1","7","2","7","1","7","6","5","Blue","30","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$160,001-$180,000","4yearColl"
85,"0","100","430","1","1","4","","The message seems slightly harsh and cold. Telling them their bonus is depends on completion and doing well adds extra pressure that is really not necessary. The idea is always to complete the task and do well, so this goes without saying.","2","","1","","30","","3","6","100","100","100","100","100","100","100","100","100","100","1","7","2","1","7","1","6","2","6","6","5","Blue","37","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$160,001-$180,000","GED"
86,"0","100","203","1","1","4","","The employee doesnt get the bonus. They probably don't want to work hard for their manager.","2","","1","","38","","7","6","20","27","33","39","49","59","67","72","81","100","7","7","6","7","7","5","5","6","7","6","5","pink","27","nonbinary","","","neg","negatively","negative","Full-time","","","","","","","","",NA,"","","white","","","","$40,001-$60,000","4yearColl"
87,"0","100","510","1","1","4","straight-forward, accountable, and direct. let's the employee know the responsibility is in their hands","","2","","1","","50","","4","6","50","50","50","50","100","100","100","100","100","100","5","5","2","6","7","6","7","3","6","2","5","blue","52","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$20,001-$40,000","2yearColl"
88,"0","100","486","1","1","4","This message is a direct call to action with a trailing consequence. It begins with a ""pump up"" calling for the employee to do their best. In my opinion, being direct is a positive thing. However I would recommend framing in what is possible rather than what won't happen. ","","2","","1","","35","","5","4","65","70","75","80","85","90","100","100","100","100","1","5","4","4","6","5","5","1","4","6","5","green","40","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$180,001-$200,000","4yearColl"
89,"0","100","320","1","1","4","","It is threatening a bit by withholding some of the bonus for the worker. ","2","","2","","21","","3","5","7","9","12","15","65","71","79","87","94","100","2","4","2","2","4","2","6","2","5","6","5","red","42","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","Over $200,000","MA"
90,"0","100","301","1","1","4","They would see the message as something that motivates them. They would know feeling negative in this situation will do nothing for them so they would focus on feeling positive.","","1","1","","50","","5","","6","0","0","0","0","0","0","0","0","10","100","3","4","4","5","4","3","5","4","4","5","5","white","25","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","Over $200,000","GED"
91,"0","100","542","1","1","4","They may think that the manager has faith in them to do the best that they can for the task","","1","1","","45","","6","","5","0","10","15","20","25","30","35","40","45","50","4","3","4","1","6","2","6","3","6","5","5","blue","52","","","","pos","positively","positive","","Part-time","","","","","","","","man","","","white","","","","$40,001-$60,000","2yearColl"
92,"0","100","626","1","1","4","","The dialogue is very impatient. They come across as extremely bossy I think.","2","","1","","35","","4","6","5","10","15","20","25","30","35","40","45","50","5","3","3","5","6","6","4","2","4","4","5","blue","24","","","","neg","negatively","negative","","Part-time","","","","","","","","man","","","white","","","","Prefer not to answer","4yearColl"
93,"0","100","36","1","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","neg","negatively","negative","","","","","","","","","","","","","","","","","",""
94,"0","100","637","1","1","4","The positive thoughts the employee may have include working towards earning their full bonus.","","1","1","","39","","3","","5","10","15","20","25","35","40","55","60","75","100","1","6","1","1","6","5","6","1","6","6","5","Orange","36","","","No comments.","pos","positively","positive","Full-time","","","","","","","","","man","","","white","hispanic","","","$140,001-$160,000","4yearColl"
95,"0","100","573","1","1","4","Well if they do their best they know they are entitled to a full bonus. It's also direct and straightforward and some people benefit most from that. ","","2","","2","","45","","3","6","0","0","0","25","50","76","80","85","90","100","2","6","1","1","5","4","6","1","6","4","5","red","33","","","","pos","positively","positive","","Part-time","","","","","","","","woman","","black","","","","","$0-$20,000","2yearColl"
96,"0","100","354","1","1","4","","They will be under pressure of completing the tasks to get the bonus. So, they will thank their choice is restricted. ","2","","1","","46","","5","4","10","20","30","40","50","60","70","80","90","100","2","6","2","6","6","2","6","2","6","6","5","blue","52","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$100,001-$120,000","PHD"
97,"0","100","490","1","1","4","","They may have negative feelings because even though it says if you don't complete it but still do your best you'll get a bonus but not the complete bonus if you do well and complete the test. It may make them not want to work hard to finish the task because they feel like you don't have faith in them to finish the task but you still will use them to try. ","2","","1","","50","","3","5","100","100","100","100","100","100","100","100","100","100","2","5","1","1","6","3","7","1","6","2","5","purple","49","","","","neg","negatively","negative","","Part-time","","","","","","","","woman","","","white","","","","$80,001-$100,000","GED"
98,"0","100","373","1","1","4","","This response is curt and threatening. The tone isn't respectful.","2","","1","","32","","2","6","100","100","100","100","100","100","100","100","100","100","1","7","1","5","7","2","6","1","7","5","5","purple","33","","middle eastern","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","","",NA,"","$40,001-$60,000","MA"
